Date,Open,High,Low,Close,Volume
2017-10-17,1460.5,1472.1,1457.92,1466.45,26459200
2017-10-18,1468.2,1472.32,1465.02,1469.32,21848400
2017-10-19,1466.25,1472.89,1459.47,1468.52,27196100
2017-10-20,1472.44,1482.43,1467.25,1481.38,24860000
2017-10-23,1480.72,1498.33,1472.06,1488.37,31406000
2017-10-24,1489.33,1491.31,1477.63,1481.56,25437700
2017-10-25,1479.38,1490.33,1472.08,1488.05,25059200
2017-10-26,1492.28,1499.82,1482.55,1489.37,41353700
2017-10-27,1496.48,1512.65,1485.15,1500.18,103565700
2017-10-30,1495.85,1499.71,1476.49,1485.98,42294100
2017-10-31,1484.37,1493.97,1479.8,1489.75,27283500
2017-11-01,1487.32,1506.24,1486.42,1499.71,28153800
2017-11-02,1502.21,1514.25,1493.93,1509.29,21610800
2017-11-03,1510.56,1523.66,1507.04,1521.36,22491400
2017-11-06,1517.31,1522.2,1507.77,1508.32,23110000
2017-11-07,1510.68,1515.05,1503.71,1513.58,22880200
2017-11-08,1514.39,1533.3,1513.57,1530.29,22801500
2017-11-09,1524.75,1531.74,1513.33,1527.82,25843500
2017-11-10,1525.53,1543.11,1524.66,1533.63,16304900
2017-11-13,1533.41,1546.6,1531.22,1533.64,19646000
2017-11-14,1529.34,1536.34,1520.72,1534.84,21557800
2017-11-15,1524.21,1531.52,1515.23,1519.08,19048600
2017-11-16,1578.76,1634.55,1574.25,1632.79,44314900
2017-11-17,1628.95,1639.17,1593.66,1604.16,36559100
2017-11-20,1592.88,1607.2,1584.32,1604.05,25148400
2017-11-21,1608.56,1614.4,1592.31,1598.4,25374000
2017-11-22,1600.04,1603.35,1592.77,1597.6,17387400
2017-11-24,1602.75,1609.17,1598.63,1601.47,11643200
2017-11-27,1603.87,1617.88,1597.17,1605.9,27632300
2017-11-28,1605.86,1611.65,1592.32,1605.44,29789700
2017-11-29,1608.97,1621.15,1596.43,1606.04,50497300
2017-11-30,1612.27,1618.22,1592.05,1602.27,36798300
2017-12-01,1604.77,1608.07,1584.77,1600.09,39082700
2017-12-04,1605.19,1608.87,1587.72,1592.46,39165900
2017-12-05,1591.5,1609.97,1588.19,1603.82,42316400
2017-12-06,1604.5,1613.64,1595.86,1601.8,26423300
2017-12-07,1599.95,1610.23,1594.54,1600.13,30113600
2017-12-08,1596.89,1602.91,1593.47,1599.59,26464200
2017-12-11,1603.71,1609.92,1595.05,1605.22,25472300
2017-12-12,1603.85,1611.72,1599.12,1602.45,26755500
2017-12-13,1603.83,1618.09,1600.07,1614.42,26836800
2017-12-14,1618.54,1629.31,1607.74,1610.04,32556300
2017-12-15,1618.35,1631.41,1607.69,1614.8,67477500
2017-12-18,1618.45,1631.37,1616.86,1627.85,32095900
2017-12-19,1649.79,1650.32,1627.76,1635.82,29345300
2017-12-20,1643.5,1646.28,1628.87,1633.39,27547600
2017-12-21,1636.23,1641.36,1623.71,1625.21,21233800
2017-12-22,1626.98,1629.45,1619.55,1625.76,16065100
2017-12-26,1626.67,1639.62,1624.13,1635.37,15807000
2017-12-27,1640.11,1640.89,1628.87,1634.17,25952300
2017-12-28,1637.83,1639.96,1631.12,1635.36,19381200
2017-12-29,1634.91,1639.15,1626.98,1627.45,19133900
2018-01-02,1634.32,1645.79,1624.48,1631.63,26752500
2018-01-03,1634.34,1654.39,1633.08,1646.97,29957700
2018-01-04,1649.78,1654.34,1641.41,1649.29,21221300
2018-01-05,1652.91,1664.58,1651.91,1661.11,26598800
2018-01-08,1662.45,1682.24,1661.78,1679.25,22742100
2018-01-09,1684.78,1688.76,1662.78,1665.34,19475100
2018-01-10,1655.16,1659.19,1641.16,1656.06,22312900
2018-01-11,1657.62,1666.09,1645.09,1660.94,20629400
2018-01-12,1664.1,1683.07,1662.67,1676.02,35105200
2018-01-16,1684.66,1693.5,1668.56,1673.78,32311800
2018-01-17,1680.42,1702.6,1672.35,1699.71,25571000
2018-01-18,1722.42,1725.07,1705.33,1716.96,26940000
2018-01-19,1721.44,1726.67,1709.26,1722.71,36537700
2018-01-22,1721.69,1739.7,1715.74,1738.37,33175100
2018-01-23,1737.91,1751.4,1729.46,1748.04,27920500
2018-01-24,1755.52,1757.39,1733.02,1744.94,29142100
2018-01-25,1748.34,1760.25,1745.13,1756.04,30183800
2018-01-26,1762.1,1778.23,1752.98,1778.01,40942400
2018-01-29,1775.12,1799.53,1772.25,1790.99,28816000
2018-01-30,1783.86,1789.13,1759.99,1766.61,32451700
2018-01-31,1769.32,1774.79,1746.5,1756.03,32300700
2018-02-01,1746.46,1756.95,1735.99,1743.16,48663000
2018-02-02,1724.21,1739.49,1708.12,1713.34,97597700
2018-02-05,1694.3,1714.27,1610.69,1645.71,76997600
2018-02-06,1608.88,1665.32,1603.1,1662.93,70886600
2018-02-07,1658.68,1705.08,1642.48,1674.84,48681700
2018-02-08,1681.29,1685.15,1627.32,1627.83,58865000
2018-02-09,1638.55,1653.48,1584.1,1631.87,71538400
2018-02-12,1643.73,1651.68,1626.41,1638.44,42155700
2018-02-13,1633.74,1659.41,1633.39,1654.71,26154500
2018-02-14,1652.29,1675.34,1644.23,1668.47,31962600
2018-02-15,1681.07,1697.4,1668.24,1692.14,37622200
2018-02-16,1690.2,1716.33,1677.6,1711.33,37233800
2018-02-20,1622.36,1640.78,1589.55,1594.47,59357400
2018-02-21,1606.89,1618.81,1564.2,1569,58018700
2018-02-22,1569.74,1593.52,1563.66,1581.09,33297800
2018-02-23,1584.46,1596.23,1569.38,1589.49,28278500
2018-02-26,1589.97,1605.49,1582.15,1597.99,34473000
2018-02-27,1602.7,1604.66,1571.36,1571.57,37919600
2018-02-28,1578.5,1581.21,1549.7,1550.33,40220900
2018-03-01,1553.19,1554.12,1511.95,1527.87,53753900
2018-03-02,1502.29,1530.25,1500.2,1527.75,49261800
2018-03-05,1519.51,1553.05,1516.6,1545.19,27517800
2018-03-06,1552.15,1554.71,1530.01,1536.57,32588400
2018-03-07,1522.74,1536.9,1514.44,1527.43,28273600
2018-03-08,1529.8,1538.13,1524.23,1535.26,28748300
2018-03-09,1542.35,1556.56,1533.42,1556.28,43663600
2018-03-12,1557.45,1570.23,1546.3,1550.97,44264800
2018-03-13,1556.41,1564.35,1538.52,1543.73,38812600
2018-03-14,1548.57,1558.59,1536.27,1541.04,28088900
2018-03-15,1541.3,1557.3,1516.59,1539.38,32479600
2018-03-16,1543.32,1569.44,1532.86,1552.24,68048000
2018-03-19,1543.77,1546.33,1513.06,1520.74,57397900
2018-03-20,1524.9,1530.28,1514.08,1525.42,37557200
2018-03-21,1523,1547.3,1518,1525.47,39398000
2018-03-22,1515.17,1523.61,1496.63,1499.38,54728200
2018-03-23,1500.95,1510.39,1469.21,1470.87,44306500
2018-03-26,1488.29,1507.9,1474.13,1504.97,54090200
2018-03-27,1513.47,1514.99,1463.17,1472.29,62251200
2018-03-28,1472.22,1503.05,1465.55,1491.11,68373200
2018-03-29,1494.97,1521.61,1490.5,1513.67,55319100
2018-04-02,1499.88,1506.62,1453.82,1467.19,56918700
2018-04-03,1477.5,1487.65,1462.94,1483.4,46523500
2018-04-04,1463.26,1496.5,1461.35,1492.17,50122100
2018-04-05,1501.9,1510.68,1488.54,1499.58,27996900
2018-04-06,1486.07,1501.81,1472.47,1480.05,35500600
2018-04-09,1485.18,1499.7,1477.51,1478.42,36017600
2018-04-10,1488.44,1494.72,1470.25,1485.97,40531200
2018-04-11,1479.72,1490.4,1473.33,1475.97,30335000
2018-04-12,1480.82,1493.33,1471.02,1475.14,27992700
2018-04-13,1483.1,1489.19,1469.14,1480.45,25601500
2018-04-16,1485.15,1503.23,1480.69,1492.5,25220900
2018-04-17,1504.19,1521.03,1502.34,1516.76,46901900
2018-04-18,1521.18,1525.14,1509.7,1512.45,27512100
2018-04-19,1509.77,1525.36,1500.24,1521.4,35569500
2018-04-20,1519.17,1528.37,1501.64,1506.26,38700100
2018-04-23,1507.04,1510.85,1491.48,1494.77,47401000
2018-04-24,1496.71,1499.99,1469.05,1482.86,95582100
2018-04-25,1482.46,1500.02,1474.06,1490.27,48297500
2018-04-26,1493.18,1512.24,1486.32,1505.29,41990100
2018-04-27,1506.76,1508.31,1490.87,1494.81,32885300
2018-04-30,1501.99,1523.34,1497.12,1503.28,34536200
2018-05-01,1493.29,1505.58,1476.84,1498.57,29393400
2018-05-02,1492.34,1497.89,1479.78,1482.3,32634000
2018-05-03,1478.77,1483.65,1462.63,1480.9,36947500
2018-05-04,1475.99,1510.02,1468.94,1503.65,39395800
2018-05-07,1503.57,1508.08,1478.57,1483.51,31242100
2018-05-08,1485.35,1489.67,1474.77,1486.12,25219900
2018-05-09,1453.19,1475.16,1446.48,1467.53,51903400
2018-05-10,1464.26,1481.63,1457.36,1469.05,32929700
2018-05-11,1467.58,1479.28,1458.66,1476.65,26970500
2018-05-14,1482.76,1496.35,1479.83,1488.19,31813400
2018-05-15,1480.9,1489.77,1472.09,1481.97,31317900
2018-05-16,1485.06,1502.95,1483.24,1500.26,25889000
2018-05-17,1509.45,1517.93,1472.61,1481.35,36319900
2018-05-18,1472.66,1477.76,1464.14,1467.81,33540700
2018-05-21,1476,1485.38,1472.39,1482.01,23099900
2018-05-22,1483.33,1487.79,1464.21,1466.18,23244900
2018-05-23,1459.96,1466.49,1450.32,1465.98,23203100
2018-05-24,1465.63,1466.17,1447.77,1464.08,17571200
2018-05-25,1464,1470.58,1456.39,1458.6,18935200
2018-05-29,1449.3,1458.45,1444.15,1452.38,38242400
2018-05-30,1453.92,1475.36,1449.61,1473.65,24601400
2018-05-31,1471.65,1486.35,1456.22,1462.89,62821800
2018-06-01,1473.51,1485.26,1471.17,1480.5,48714500
2018-06-04,1486.99,1515.74,1484.72,1513.7,39338700
2018-06-05,1514.67,1516.65,1498.99,1505.36,34566700
2018-06-06,1509.81,1512.25,1497.33,1503.71,34753000
2018-06-07,1504,1516.11,1497.48,1502.98,31361500
2018-06-08,1499.09,1506.63,1490.02,1495.63,26912200
2018-06-11,1495.29,1503.59,1488.66,1498.32,22473300
2018-06-12,1498.93,1505.05,1489.76,1499.66,19942200
2018-06-13,1498.13,1505.24,1494.76,1497.85,30791700
2018-06-14,1502.64,1513.24,1495.58,1501.17,27899900
2018-06-15,1496.89,1503.77,1490.15,1500.2,44253100
2018-06-18,1490.1,1507.21,1487.62,1500.89,29524800
2018-06-19,1490.95,1506.57,1486.82,1505.24,33742100
2018-06-20,1509.07,1514.46,1500.95,1505.97,33918900
2018-06-21,1505.68,1518.71,1491.8,1507.66,26050700
2018-06-22,1510.82,1516.22,1502.53,1513.26,28362200
2018-06-25,1506.38,1527.9,1493.7,1519.45,45996200
2018-06-26,1521.28,1528.82,1508.9,1511.93,32863100
2018-06-27,1512.15,1533.04,1501.85,1516.42,27852400
2018-06-28,1515.31,1527.4,1500.6,1509.08,23058800
2018-06-29,1511.62,1517.89,1505.7,1507.34,27567300
2018-07-02,1501.3,1515.03,1475.26,1494.13,25666100
2018-07-03,1498.21,1508.43,1484.96,1489.76,14273900
2018-07-05,1497.92,1510.99,1489.98,1499.01,21998900
2018-07-06,1494.82,1508.44,1489.71,1504.32,20697900
2018-07-09,1512.63,1530.58,1508.29,1524.59,19332600
2018-07-10,1525.68,1541.58,1522.41,1537.8,17075200
2018-07-11,1533.13,1541.38,1524.65,1530.93,23088500
2018-07-12,1537.54,1551.7,1528.42,1541.91,25510800
2018-07-13,1542.49,1562.01,1540.4,1556.47,25259300
2018-07-16,1555.83,1557.51,1543.65,1553.96,21577300
2018-07-17,1547.09,1572.42,1546.47,1565.4,32746100
2018-07-18,1566.06,1578.14,1559.54,1563,28325100
2018-07-19,1558.95,1568.89,1551.27,1555.93,25996800
2018-07-20,1552.74,1564.59,1549.49,1558.89,25408500
2018-07-23,1553.09,1567.97,1550.21,1562.09,52548200
2018-07-24,1588.92,1594.2,1573.19,1581.64,66599000
2018-07-25,1571.02,1589.27,1569.33,1587.17,42950700
2018-07-26,1588.58,1605.48,1584.4,1592.32,48555600
2018-07-27,1597.65,1601.27,1575.81,1579.78,42868200
2018-07-30,1574.42,1586.94,1566.9,1580.49,37483100
2018-07-31,1581.92,1591.75,1574.37,1583.31,33571100
2018-08-01,1583.41,1588.34,1566.36,1573.88,31748300
2018-08-02,1565.38,1584.02,1561.55,1581.75,30927300
2018-08-03,1587.6,1599.28,1580.09,1589.74,22537200
2018-08-06,1587.15,1594.67,1581.78,1590.88,22128500
2018-08-07,1597.17,1608.11,1594.93,1598.51,30221000
2018-08-08,1599.99,1608.78,1592.7,1602.77,27865800
2018-08-09,1598.18,1602.13,1589.35,1593.15,17618300
2018-08-10,1587.57,1606.19,1582.83,1601.12,23657300
2018-08-13,1601.11,1609.32,1591.02,1594.39,20794500
2018-08-14,1594.48,1614.19,1590.58,1609.91,27586600
2018-08-15,1598.71,1602.66,1585.14,1592.83,37577400
2018-08-16,1703.23,1704.79,1671.42,1680.78,50389600
2018-08-17,1669.72,1692.94,1663.13,1670.23,32302300
2018-08-20,1669.68,1678.55,1647.25,1652.46,21542600
2018-08-21,1652.12,1659.76,1642.84,1651.11,26311600
2018-08-22,1651.83,1663.15,1640.95,1648.74,19372700
2018-08-23,1646.84,1655.83,1641.03,1642.77,20767100
2018-08-24,1643.03,1653.82,1634.15,1645.79,20791500
2018-08-27,1651.68,1661.06,1640.53,1649.11,24174000
2018-08-28,1651.4,1668.86,1644.25,1661.74,27925400
2018-08-29,1666.27,1677.03,1657.79,1663.75,27141900
2018-08-30,1660.39,1674.59,1655.63,1665.01,27547800
2018-08-31,1664.48,1668.55,1644.32,1654.94,36874500
2018-09-04,1649.26,1657.5,1638.98,1641.96,37544600
2018-09-05,1644.15,1658.62,1629.48,1651.79,42300800
2018-09-06,1650.74,1652.85,1633.1,1644.71,38267600
2018-09-07,1633.14,1646.36,1630.83,1635.61,28809400
2018-09-10,1641.26,1653.93,1636.82,1647.32,23813500
2018-09-11,1650.32,1660.61,1639.9,1648.97,25034800
2018-09-12,1643.21,1650.53,1634.58,1636.62,26573300
2018-09-13,1632.3,1638.41,1625.07,1631.77,29629400
2018-09-14,1626.7,1630.56,1620.9,1625.04,19909600
2018-09-17,1625.96,1636.4,1616.09,1621.72,26668100
2018-09-18,1618.15,1637.19,1614.75,1630.24,25003200
2018-09-19,1633.07,1639.44,1621.8,1631.53,24494600
2018-09-20,1635.87,1644.22,1629.17,1642.71,25129100
2018-09-21,1646.39,1650.55,1634.11,1637.12,88625900
2018-09-24,1628.93,1642.4,1618.99,1628.99,25974300
2018-09-25,1641.63,1651.18,1627.83,1634.91,20511400
2018-09-26,1635.09,1643.64,1625.09,1627.88,29838900
2018-09-27,1625.79,1639.6,1620.65,1627.94,25780100
2018-09-28,1628.56,1630.82,1619.53,1625.14,28323100
2018-10-01,1631.56,1639.18,1625.43,1631.16,27607600
2018-10-02,1624.51,1649.48,1622.06,1640.96,34637300
2018-10-03,1646.5,1647.48,1626.7,1630.3,25908600
2018-10-04,1627.55,1632.98,1603.87,1619.35,44601600
2018-10-05,1615.29,1621.02,1596.77,1605.72,24613600
2018-10-08,1602.49,1627.08,1591.93,1617.77,39075300
2018-10-09,1627.22,1653.21,1619.31,1640.61,28628900
2018-10-10,1632.63,1646.83,1605.61,1606.33,54266100
2018-10-11,1604.1,1620.76,1577.91,1585.25,59809600
2018-10-12,1604.38,1611.4,1584.94,1605.67,42887800
2018-10-15,1601.82,1608.79,1587.46,1588.59,28677100
2018-10-16,1602.59,1624.47,1597.88,1620.58,40174900
2018-10-17,1615.44,1632.17,1603.99,1626.96,30855700
2018-10-18,1627.24,1636.66,1604.83,1613.25,43413100
2018-10-19,1613.18,1637.28,1611.28,1626.98,26885700
2018-10-22,1631.32,1637.1,1620.59,1628.48,31110500
2018-10-23,1614.55,1640.14,1606.47,1636.59,38151700
2018-10-24,1633.45,1652.68,1612.48,1616.3,40980400
2018-10-25,1628.38,1657.78,1616.32,1649.32,52035900
2018-10-26,1626.21,1658.41,1616.3,1638.74,85071600
2018-10-29,1648.75,1678.43,1616.33,1632.02,78647200
2018-10-30,1633.09,1669.32,1628.83,1666.84,65498800
2018-10-31,1675.05,1685.33,1647.32,1655.51,52082700
2018-11-01,1651.61,1667.86,1644.55,1656.68,30632700
2018-11-02,1661.28,1672.05,1648.69,1661.41,37498100
2018-11-05,1658.85,1682.47,1641.93,1673.81,49418600
2018-11-06,1669.4,1687.42,1663.33,1683.46,25475000
2018-11-07,1691.4,1709.02,1683.51,1706.66,42071600
2018-11-08,1706.13,1717.29,1696.68,1709.55,30355200
2018-11-09,1708.26,1719.02,1699.55,1712.15,28161800
2018-11-12,1710,1718.36,1679.4,1684.29,30764600
2018-11-13,1683.46,1693.09,1666.8,1672.88,31302200
2018-11-14,1677.92,1681.05,1649.21,1659.08,33025600
2018-11-15,1668.39,1682.46,1622.31,1643.33,40089400
2018-11-16,1633.52,1642.8,1608.78,1621.55,36088300
2018-11-19,1622.97,1627.63,1592.62,1597.82,38297100
2018-11-20,1570.99,1583.7,1554.02,1570.02,50581800
2018-11-21,1575.94,1586.11,1563.06,1574.07,32079200
2018-11-23,1571.09,1589.56,1568.61,1580.04,14669100
2018-11-26,1591.43,1599.34,1579.33,1588.81,40130900
2018-11-27,1584.52,1596.15,1577.16,1586.24,37180400
2018-11-28,1592.29,1629.19,1583.58,1627.19,50522000
2018-11-29,1618.9,1633.95,1615.68,1625.93,30033700
2018-11-30,1627.43,1641.08,1620,1632,52694400
2018-12-03,1645.76,1663.73,1635.27,1648.28,40846500
2018-12-04,1641.61,1649.99,1594.49,1597.02,48048900
2018-12-06,1581.75,1599.28,1559.97,1591.33,56346000
2018-12-07,1585.4,1597.52,1551.93,1562.88,42874400
2018-12-10,1566.5,1578.78,1548.97,1572.38,36879100
2018-12-11,1581.53,1585.62,1564.76,1575.44,28630600
2018-12-12,1585.95,1590.53,1570.35,1571.2,31964100
2018-12-13,1574.25,1583.01,1560.38,1568.97,27785400
2018-12-14,1554.82,1564.76,1546.28,1549.85,35636400
2018-12-17,1541.29,1555.31,1519.47,1529.18,48549900
2018-12-18,1532.73,1545.7,1525.34,1536.73,44890100
2018-12-19,1540.8,1569.3,1520.5,1528.93,51072400
2018-12-20,1522.38,1527.83,1470.85,1488.01,55920900
2018-12-21,1485.49,1517.24,1470.51,1476.16,93123300
2018-12-24,1467.7,1489.04,1457.78,1460.27,32387700
2018-12-26,1471.27,1533,1467.85,1532.7,48513900
2018-12-27,1517.85,1547.52,1496.42,1547.3,43337600
2018-12-28,1554.59,1572.14,1544.28,1550.99,29969400
2018-12-31,1561.66,1570.3,1547.88,1561.94,30676700
2019-01-02,1538.71,1573.03,1538.4,1567.41,31717700
2019-01-03,1564.3,1586.3,1549.62,1552.07,37740900
2019-01-04,1561.51,1579.35,1553.97,1576.83,42640800
2019-01-07,1579.08,1597.22,1568.57,1588.28,40396200
2019-01-08,1596.68,1607.32,1578.65,1598.28,36025100
2019-01-09,1605.8,1610.96,1590.24,1594.38,24792600
2019-01-10,1580.77,1594.18,1568.96,1593.68,30606100
2019-01-11,1591.63,1595.18,1581.8,1587.96,30890800
2019-01-14,1580.52,1592.92,1576.39,1585.05,23957700
2019-01-15,1592.68,1615.24,1590.72,1610.38,30111000
2019-01-16,1607.77,1622.28,1606.42,1612.78,27179900
2019-01-17,1611.93,1626,1608.16,1620.11,25480300
2019-01-18,1625.87,1642.57,1621.66,1633.99,39588100
2019-01-22,1624.09,1639.55,1611.81,1622.1,33262200
2019-01-23,1639.81,1647.7,1619.03,1637.47,21064000
2019-01-24,1632.05,1635.95,1607.01,1632.98,28269500
2019-01-25,1641.01,1645.77,1617.56,1622.76,23517200
2019-01-28,1614.55,1621.53,1604.08,1617.11,26349600
2019-01-29,1614.71,1619.88,1606.17,1610,21100500
2019-01-30,1612.3,1621.16,1584.78,1598.3,28205800
2019-01-31,1600.98,1630.66,1598.38,1618.79,34107400
2019-02-01,1618.41,1623.58,1584.79,1595.07,31839800
2019-02-04,1595.73,1612.79,1588.87,1612.79,52040200
2019-02-05,1615.36,1630.55,1610.23,1626.52,71305500
2019-02-06,1622.43,1631.35,1610.89,1616.39,42327500
2019-02-07,1606.75,1625.94,1599.38,1622.88,41492500
2019-02-08,1614.61,1622.53,1601.12,1608.92,22383000
2019-02-11,1610.35,1621.15,1608.81,1615.76,22013300
2019-02-12,1626.63,1636.76,1622.72,1633.22,32715100
2019-02-13,1638.12,1649.16,1633.57,1643.56,21694000
2019-02-14,1639.94,1660.27,1630.04,1650.51,20273900
2019-02-15,1658.47,1670.36,1650.66,1664.3,30506700
2019-02-19,1689.87,1713.98,1686.38,1690.63,29434000
2019-02-20,1686.71,1693.77,1646.49,1663.06,28003700
2019-02-21,1659.62,1663.02,1645.23,1652.19,29019600
2019-02-22,1658.32,1665.56,1648.96,1658.45,22494000
2019-02-25,1666.7,1667.67,1651.86,1653.36,29732600
2019-02-26,1651.03,1656.12,1636.28,1650.5,30625800
2019-02-27,1641.41,1648.11,1633.5,1644.35,20918100
2019-02-28,1642.76,1663.36,1638.87,1655.41,32880700
2019-03-01,1662.45,1669.48,1636.26,1650.74,30798200
2019-03-04,1654.9,1663.92,1640.98,1652.15,29923400
2019-03-05,1656.01,1674.35,1654.2,1662.37,29505600
2019-03-06,1661.76,1671.57,1654.84,1660.07,22482100
2019-03-07,1653.26,1659.02,1640.93,1646.12,24123000
2019-03-08,1641.56,1658.12,1634.3,1647.33,24899700
2019-03-11,1653.05,1669.92,1650.62,1668.66,34797100
2019-03-12,1670.07,1679.94,1664.79,1673.51,40580100
2019-03-13,1679.73,1686.99,1673.3,1680.83,29236700
2019-03-14,1674.45,1675.87,1661.99,1669.27,23967700
2019-03-15,1672.68,1676.4,1661.46,1671.15,51355100
2019-03-18,1669.45,1687.96,1666.98,1684.79,26488200
2019-03-19,1690,1699.35,1684.32,1691.89,30892200
2019-03-20,1684.23,1698.48,1676.56,1687.4,44994600
2019-03-21,1680.33,1695.64,1677.7,1694.76,24955300
2019-03-22,1687.67,1699.31,1672.34,1676.98,34934200
2019-03-25,1668.73,1681.05,1663.42,1671.46,30420500
2019-03-26,1675.51,1682.36,1664.26,1670.21,38344400
2019-03-27,1668.54,1677.16,1625.02,1653.99,29257300
2019-03-28,1657.68,1660.76,1641.81,1651.55,20852400
2019-03-29,1658.87,1661.17,1648.64,1657.65,26465300
2019-04-01,1666.25,1674.88,1660.99,1668.2,26454800
2019-04-02,1667.86,1675.98,1655.09,1660.73,17706900
2019-04-03,1665.18,1671.36,1659.1,1665.4,21068300
2019-04-04,1666.07,1680.7,1665.24,1678.57,19422000
2019-04-05,1680.09,1690.92,1675.63,1683.7,18731900
2019-04-08,1679.81,1688.84,1674.88,1686.93,18038400
2019-04-09,1679.44,1686.37,1671.32,1678.7,18064000
2019-04-10,1677.95,1692.3,1676.36,1690.41,15058500
2019-04-11,1692.15,1705.94,1688.27,1704.43,15270700
2019-04-12,1708.49,1722.58,1707.83,1717.36,19368600
2019-04-15,1714.55,1734.4,1711.04,1728.03,24292000
2019-04-16,1734.46,1741.95,1728.86,1735.58,17793700
2019-04-17,1738.39,1745.41,1730.1,1741.32,24721000
2019-04-18,1741.77,1750.38,1737.74,1741.63,26895700
2019-04-22,1737.07,1749.99,1727.73,1737.08,16926200
2019-04-23,1739.49,1754.24,1731.53,1750.28,26876900
2019-04-24,1750.91,1760.02,1747.13,1752.32,20910600
2019-04-25,1752.43,1763.36,1743.47,1754.99,22497500
2019-04-26,1723.56,1745.55,1711.89,1736.41,26118300
2019-04-29,1740.85,1747.57,1726.16,1742.19,50393500
2019-04-30,1708.91,1724.31,1701.99,1721.96,124291500
2019-05-01,1721.04,1721.49,1697.39,1698.59,53053200
2019-05-02,1699.26,1708.4,1681.68,1694.35,39217000
2019-05-03,1711.07,1720.34,1703.74,1712.43,39969300
2019-05-06,1691.15,1719.45,1688.81,1717.94,31616500
2019-05-07,1707.55,1715.04,1689.4,1699.83,31363600
2019-05-08,1687.51,1699.13,1681.05,1686.13,26838600
2019-05-09,1672.24,1683.31,1664.8,1676.42,24521300
2019-05-10,1679.23,1708.42,1671.42,1703.38,27705600
2019-05-13,1679.58,1689.42,1656.92,1670.02,37933200
2019-05-14,1674.54,1683.83,1665.91,1670.71,37277500
2019-05-15,1668.84,1688.56,1656.49,1680.82,46279500
2019-05-16,1713.67,1734.22,1691,1701.75,35089100
2019-05-17,1686.35,1709.3,1679.83,1691.12,27154000
2019-05-20,1679.88,1698.38,1673.95,1690.57,28005800
2019-05-21,1693.7,1696.66,1677.81,1689.72,24197500
2019-05-22,1694.09,1707.3,1687.79,1702.7,19708300
2019-05-23,1694.45,1697.49,1677.62,1694.99,24831600
2019-05-24,1700.76,1709.5,1694.45,1701.65,22687400
2019-05-28,1700.63,1717.72,1698.5,1699.07,29168500
2019-05-29,1693.4,1702.54,1679.89,1689.89,31447400
2019-05-30,1693.76,1707.47,1686.12,1691.2,19688700
2019-05-31,1676.31,1686.53,1667.49,1678.05,30733100
2019-06-03,1668.02,1679.94,1652.54,1662.42,102825000
2019-06-04,1671.95,1676.59,1655.76,1674.63,56983100
2019-06-05,1676.41,1700.19,1668.17,1692.61,43914000
2019-06-06,1694.29,1708.5,1687.49,1701.25,35005500
2019-06-07,1704.6,1723.86,1701.82,1718.9,36685600
2019-06-10,1725.86,1746.81,1724.39,1740.01,29959500
2019-06-11,1749.72,1763.25,1741.72,1744.27,29515600
2019-06-12,1743.79,1756.03,1740.58,1753.8,21720400
2019-06-13,1757.88,1767.77,1747.31,1755.46,21853600
2019-06-14,1756.23,1767.47,1750.64,1759.23,22686100
2019-06-17,1760.09,1768.99,1750.26,1762.45,19283300
2019-06-18,1775.08,1779.02,1761.62,1771.55,28165500
2019-06-19,1773.87,1774.8,1759.48,1770.84,27062100
2019-06-20,1778.64,1786.32,1767.71,1781.68,25730800
2019-06-21,1781.22,1806.95,1779.95,1794.13,41121000
2019-06-24,1797.54,1806.68,1789.66,1793.47,28556600
2019-06-25,1788.46,1795.28,1774.01,1778.48,31534700
2019-06-26,1780.06,1784.71,1767.13,1770.11,36456400
2019-06-27,1770.23,1776.36,1753.82,1768.29,20820500
2019-06-28,1773.59,1786,1769.06,1774.23,34483500
2019-07-01,1788.79,1799.36,1772.75,1780.94,29250600
2019-07-02,1784.67,1796.51,1777.79,1796.23,20244000
2019-07-03,1793.32,1810.16,1790.16,1807.65,15671800
2019-07-05,1802.77,1810.18,1793.22,1806.81,25538100
2019-07-08,1804.12,1815.95,1797.31,1810.62,25173700
2019-07-09,1811.15,1821.71,1806.42,1815,27155200
2019-07-10,1819.72,1828.69,1811.29,1820.98,24619600
2019-07-11,1825.95,1835.86,1821.16,1832.88,24225500
2019-07-12,1834.78,1843.58,1827.78,1840.89,17680900
2019-07-15,1842.31,1848.21,1837.48,1846.89,18383100
2019-07-16,1849.58,1855.24,1834.41,1845.28,25020400
2019-07-17,1845.08,1851.46,1836.46,1841.21,23554000
2019-07-18,1836.91,1843.66,1827.15,1842.58,26014600
2019-07-19,1846.52,1850.99,1827.67,1828.28,33162100
2019-07-22,1831.62,1836.21,1808.45,1818.44,26419100
2019-07-23,1823.74,1825.56,1802.24,1812.67,22618300
2019-07-24,1807.56,1820.03,1800.8,1809.12,32069300
2019-07-25,1811.16,1814.75,1799.99,1809.85,44363600
2019-07-26,1837.65,1864.88,1834.27,1856.34,96232300
2019-07-29,1851.29,1854.91,1834.92,1844.34,44631600
2019-07-30,1837.41,1844.33,1832.33,1837.33,29224100
2019-07-31,1834.95,1843.35,1804.2,1815.56,35064600
2019-08-01,1814.06,1841.5,1800.15,1801.94,34778500
2019-08-02,1803.3,1809.79,1781.51,1797.24,33384800
2019-08-05,1773.62,1775.33,1736.79,1743.37,52498700
